id,category,type,tp,fp,fn,precision,recall,f1,exact_match,n_ground_truth,n_pred,prompt,timestamp,latency_s,prompt_tokens,completion_tokens,total_tokens,source,error_notes
101,K-1,schedule_rows,7,0,0,1.0,1.0,1.0,1,7,7,Tampilkan jadwal sidang Pak Andri,2025-05-27T20:10:15.531604,9.446,9319,1370,10689,json_source,
102,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang Ikhsan dilaksanakan,2025-05-27T20:10:24.283413,3.331,9321,221,9542,json_source,
103,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang Muhammad Rifqu dimulai,2025-05-27T20:10:32.714305,3.513,9321,217,9538,json_source,
104,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Fermi Naufal Akbar,2025-05-27T20:10:40.082048,2.518,9322,213,9535,json_source,
105,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Tri Novarel Rahmadhani,2025-05-27T20:10:47.283153,2.603,9324,210,9534,json_source,
106,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang  Muh Nur I,2025-05-27T20:10:54.688973,2.611,9321,220,9541,json_source,
107,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Ferdi berakhir,2025-05-27T20:11:02.607797,3.23,9319,209,9528,json_source,
108,K-1,schedule_rows,3,0,1,1.0,0.75,0.8571428571428571,0,4,3,Tampilkan jadwal Ir.Taryana Suryana,2025-05-27T20:11:16.069108,5.296,9322,590,9912,json_source,
109,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang  Miftah dimulai,2025-05-27T20:11:24.352766,3.473,9321,211,9532,json_source,
110,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa sidang  Faishal akan dilaksanakan,2025-05-27T20:11:33.579366,3.479,9322,210,9532,json_source,
111,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan sidang dari Toni Rizky Awalludin dimulai,2025-05-27T20:11:42.248195,2.775,9325,219,9544,json_source,
112,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa Dosen yang ada disidang Naufal Hafizh,2025-05-27T20:11:48.742915,2.573,9051,76,9127,json_source,
113,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rikrik,2025-05-27T20:11:57.071809,2.507,9319,211,9530,json_source,
114,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan ruangan tempat sidang Diva Sabila Ramadhan,2025-05-27T20:12:03.816483,2.202,9324,217,9541,json_source,
115,K-1,schedule_rows,0,0,1,0.0,0.0,0.0,0,1,0,Berapakan NIM dari Angga,2025-05-27T20:12:09.855025,1.342,9320,25,9345,json_source,
116,K-1,schedule_rows,2,4,1,0.3333333333333333,0.6666666666666666,0.4444444444444444,0,3,6,Munculkan jadwal dari Bapak Irawan,2025-05-27T20:12:27.279750,7.309,9322,1151,10473,json_source,
117,K-1,schedule_rows,0,0,1,0.0,0.0,0.0,0,1,0,Di mana sidang mahasiswa bernama Alif dilaksanakan,2025-05-27T20:12:34.423139,2.388,9321,25,9346,json_source,
118,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pada pukul berapa sidang Dedus Lihoko dimulai,2025-05-27T20:12:43.603958,3.407,9323,222,9545,json_source,
119,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi Rizky Septiana,2025-05-27T20:12:51.052889,2.55,9321,225,9546,json_source,
120,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Berapa NIM dari mahasiswa Dicky,2025-05-27T20:12:57.569027,2.385,9320,222,9542,json_source,
121,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang Weldira Tarigan,2025-05-27T20:13:06.572141,3.515,9321,211,9532,json_source,
122,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Rendy Dermawan berakhir,2025-05-27T20:13:14.961159,2.67,9322,214,9536,json_source,
123,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa sidang Reichan dimulai,2025-05-27T20:13:24.446312,3.759,9319,216,9535,json_source,
124,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa sidang akan dilaksanakan oleh Ferdy Mohamad Firdaus,2025-05-27T20:13:33.790590,4.12,9326,215,9541,json_source,
125,K-1,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa Dosen yang ada di sidang Dewi Mahiranie,2025-05-27T20:13:39.440033,1.928,9049,77,9126,json_source,
126,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Jam berapa pelaksanaan sidang dari Adam,2025-05-27T20:13:47.128422,3.615,9319,226,9545,json_source,
127,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Tampilkan jadwal sidang Bu Rani,2025-05-27T20:14:00.887464,5.311,7463,617,8080,json_source,
128,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Dimana ruang sidang Rizky Renaldi Cahya Febrian,2025-05-27T20:14:09.601158,3.146,7469,222,7691,json_source,
129,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa atas nama Dita,2025-05-27T20:14:16.472913,2.379,7467,222,7689,json_source,
130,K-1,schedule_rows,0,1,3,0.0,0.0,0.0,0,3,1,Tanggal berapa Pak Dwi sidang,2025-05-27T20:14:25.503982,3.484,7464,221,7685,json_source,
131,K-1,schedule_rows,2,0,0,1.0,1.0,1.0,1,2,2,Hari apa saja Bu Utami  menghadiri sidang skripsi,2025-05-27T20:14:35.347822,4.508,7471,420,7891,json_source,
132,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Siapa saja mahasiswa yang sidang dengan Pak Ikbal,2025-05-27T20:14:46.548070,4.17,7467,593,8060,json_source,
133,K-1,schedule_rows,0,0,1,0.0,0.0,0.0,0,1,0,Berapa NIM dari mahasiswa Umar,2025-05-27T20:14:52.351699,1.314,7463,25,7488,json_source,
134,K-1,lecturer_list,2,0,0,1.0,1.0,1.0,1,2,2,Siapa saja dosen yang sidang bersama Pak Hidayat,2025-05-27T20:14:59.717656,2.621,7192,61,7253,json_source,
135,K-1,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,Sebutkan mahasiswa yang diuji oleh Bu Tati,2025-05-27T20:15:14.713875,7.051,7468,1003,8471,json_source,
136,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Sebutkan NIM mahasiswa yang diuji oleh Pak Dedeng,2025-05-27T20:15:26.194849,5.126,7469,605,8074,json_source,
137,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tampilkan jadwal sidang dari mahasiswa Ahmad Haris,2025-05-27T20:15:33.813938,2.181,7466,220,7686,json_source,
138,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan judul skripsi dari mahasiwa Muhammad Iqbal,2025-05-27T20:15:42.070117,2.722,7469,224,7693,json_source,
139,K-1,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Di ruang mana sidang dengan Pak Didit,2025-05-27T20:15:53.388938,5.466,6992,606,7598,json_source,
140,K-1,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Tanggal berapa sidang John dilaksanakan,2025-05-27T20:16:01.229394,3.257,6990,213,7203,json_source,
141,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Siapa nama mahasiswa dengan NIM 10119233,2025-05-27T20:16:09.938875,3.057,6999,216,7215,json_source,
142,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Apa judul skripsi dari mahasiswa dengan NIM 10119902,2025-05-27T20:16:17.607072,3.084,7001,223,7224,json_source,
143,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Di ruang mana sidang NIM 10117056 berlangsung,2025-05-27T20:16:25.082362,3.069,6999,216,7215,json_source,
144,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Pukul berapa sidang NIM 10119901 selesai,2025-05-27T20:16:34.122875,3.67,6999,219,7218,json_source,
145,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Kapan tanggal sidang mahasiswa NIM 10119359,2025-05-27T20:16:41.361185,1.861,3468,212,3680,json_source,
146,K-2,lecturer_list,3,0,0,1.0,1.0,1.0,1,3,3,Siapa penguji sidang dari mahasiswa NIM 10118158,2025-05-27T20:16:46.236834,1.229,3194,77,3271,json_source,
147,K-2,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Hari apa mahasiswa dengan NIM 10118314 sidang,2025-05-27T20:16:52.367199,1.897,3468,210,3678,json_source,
148,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 30 Juli 2024, mulai 09.15",2025-05-27T20:16:59.465867,1.741,3479,210,3689,json_source,
149,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 30 Juli 2024, selesai 10.30",2025-05-27T20:17:07.768213,2.923,3479,215,3694,json_source,
150,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6028, 31 Juli 2024, jam 8",2025-05-27T20:17:16.100228,2.992,3475,237,3712,json_source,
151,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 31 Juli 2024, selesai 10.30",2025-05-27T20:17:23.973159,2.934,3479,210,3689,json_source,
152,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di R6010, 01 Ags 2024, mulai 10.30",2025-05-27T20:17:31.134647,2.295,3480,213,3693,json_source,
153,K-3,schedule_rows,1,2,0,0.3333333333333333,1.0,0.5,0,1,3,"Jadwal di 6010, 30 Juli 2024, mulai 10:30",2025-05-27T20:17:40.654070,4.892,3479,605,4084,json_source,
154,K-3,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Jadwal di 6028, 13 Agustus 2024, selesai 09:15",2025-05-27T20:17:49.124176,3.614,9122,221,9343,json_source,
155,K-3,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Jadwal di 6010, 13 Agustus 2024, selesai pukul 13",2025-05-27T20:18:02.220414,3.576,9120,212,9332,json_source,
156,K-4,schedule_rows,1,0,1,1.0,0.5,0.6666666666666666,0,2,1,NIM mahasiswa yang diuji Chrismikha pada 14 Agustus 2024,2025-05-27T20:18:10.127968,2.403,9115,228,9343,json_source,
157,K-4,schedule_rows,3,0,1,1.0,0.75,0.8571428571428571,0,4,3,Semua mahasiswa di ruang R6034 tanggal 14 Agustus 2024,2025-05-27T20:18:22.999456,4.522,9115,618,9733,json_source,
158,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Mahasiswa di ruang R6010 tanggal 14 Agustus 2024,2025-05-27T20:18:37.781472,6.356,9115,798,9913,json_source,
159,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,NIM mahasiswa sidang pukul 09.15 tanggal 15 Agustus 2024,2025-05-27T20:18:51.279731,6.523,9116,781,9897,json_source,
160,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Mahasiswa yang diuji Anna tanggal 15 Agustus 2024.,2025-05-27T20:19:02.834207,5.366,9113,604,9717,json_source,
161,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,Semua mahasiswa sidang di R6028 hari Selasa,2025-05-27T20:19:14.747831,4.397,9107,605,9712,json_source,
162,K-4,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang diuji Bu Sufaatin jam 08:00,2025-05-27T20:19:22.165500,3.517,9112,221,9333,json_source,
163,K-4,lecturer_list,12,0,0,1.0,1.0,1.0,1,12,12,Semua dosen yang menguji di ruang R6010 tanggal 13 Agustus 2024,2025-05-27T20:19:29.137874,2.357,8842,234,9076,json_source,
164,K-4,schedule_rows,3,0,0,1.0,1.0,1.0,1,3,3,NIM mahasiswa yang sidang di R6028 tanggal 13 Agustus 2024,2025-05-27T20:19:43.385074,6.588,9116,605,9721,json_source,
165,K-4,schedule_rows,12,0,0,1.0,1.0,1.0,1,12,12,Nama mahasiswa yang sidang di Rabu tanggal 14 Agustus 2024,2025-05-27T20:20:12.267720,12.603,9112,2376,11488,json_source,
166,K-4,lecturer_list,6,1,2,0.8571428571428571,0.75,0.7999999999999999,0,8,7,Semua dosen yang menguji di hari Kamis ruang R6010,2025-05-27T20:20:19.552299,2.806,8834,147,8981,json_source,
167,K-4,schedule_rows,4,1,0,0.8,1.0,0.888888888888889,0,4,5,Mahasiswa yang diuji oleh Bu Kania tanggal 15 Agustus 2024,2025-05-27T20:20:34.371839,6.271,9115,995,10110,json_source,
168,K-4,schedule_rows,5,0,0,1.0,1.0,1.0,1,5,5,NIM mahasiswa yang sidang di R6010 hari Selasa,2025-05-27T20:20:51.593509,7.364,9108,1008,10116,json_source,
169,K-4,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,"Semua mahasiswa yang sidang di R6028, tanggal 14 Agustus 2024",2025-05-27T20:21:04.835731,5.216,9117,818,9935,json_source,
170,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa sidang di R6010 tanggal 15 Agustus 2024,2025-05-27T20:21:11.089990,1.638,8784,33,8817,json_source,
171,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah jadwal di R6028 tanggal 15 Agust 2024,2025-05-27T20:21:16.973701,1.291,8783,33,8816,json_source,
172,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Total seminar mulai 09.15 tanggal 19 Agustus 2024,2025-05-27T20:21:25.117907,3.474,19010,33,19043,json_source,
173,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Banyak sidang di 6034 tanggal 19 Agustus 2024,2025-05-27T20:21:32.510441,2.216,19009,33,19042,json_source,
174,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Jumlah sidang berakhir 10.30 tanggal 20 Agustus 2024,2025-05-27T20:21:38.535115,2.164,19010,33,19043,json_source,
175,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Berapa jumlah dosen yang sidang tanggal 23 Agustus 2024,2025-05-27T20:21:46.328340,2.395,19007,34,19041,json_source,
176,K-5,aggregation,1,0,0,1.0,1.0,1.0,1,1,1,Berapa banyak mahasiswa yang sidang hari Kamis,2025-05-27T20:21:54.281260,2.562,18999,34,19033,json_source,
177,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Total sidang berakhir jam 11.45  tanggal 22 Agustus 2024,2025-05-27T20:22:01.773825,2.659,19012,33,19045,json_source,
178,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah jadwal di R6028 tanggal 21 Agustus 2024,2025-05-27T20:22:09.717023,2.465,19009,33,19042,json_source,
179,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Banyak sidang Pak Hanhan hari Senin,2025-05-27T20:22:16.480965,2.812,18998,33,19031,json_source,
180,K-5,aggregation,0,1,1,0.0,0.0,0.0,0,1,1,Jumlah mahasiswa yang seminar di R6010 tanggal 20 Agustus 2024,2025-05-27T20:22:24.038154,2.451,19011,33,19044,json_source,
181,K-6,schedule_rows,1,3,0,0.25,1.0,0.4,0,1,4,"Siapa saja mahasiswa dengan sidang paling pagi pada tanggal 20 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil.",2025-05-27T20:22:39.657486,6.919,19357,815,20172,json_source,
182,K-6,schedule_rows,0,2,1,0.0,0.0,0.0,0,1,2,Siapa mahasiswa dengan sidang paling akhir pada  21 Agustus 2024,2025-05-27T20:22:50.676376,4.789,19339,414,19753,json_source,
183,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa mana yang memiliki judul skripsi terpanjang pada 21 Agustus 2024,2025-05-27T20:23:02.464732,4.414,19343,228,19571,json_source,
184,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Di antara sidang tanggal 23 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-27T20:23:10.828599,3.559,19343,219,19562,json_source,
185,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Untuk sidang tanggal 24 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-27T20:23:22.553885,5.521,19347,227,19574,json_source,
186,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Siapa saja mahasiswa dengan sidang paling akhir pada tanggal 24 Agustus 2024? Jika ada lebih dari 1 orang, ambil yang nim nya paling kecil",2025-05-27T20:23:32.253261,3.53,19356,219,19575,json_source,
187,K-6,schedule_rows,1,2,0,0.3333333333333333,1.0,0.5,0,1,3,Siapa mahasiswa dengan sidang paling awal pada hari Senin? Jika lebih dari 1 orang ambil nim yang paling besar,2025-05-27T20:23:44.415263,6.197,19344,603,19947,json_source,
188,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Mahasiswa mana yang memiliki judul skripsi paling singkat pada  tanggal 24 Agustus 2024,2025-05-27T20:23:53.460293,3.471,19344,219,19563,json_source,
189,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Di antara sidang tanggal 26 Agustus 2024, siapa mahasiswa dengan NIM terkecil",2025-05-27T20:24:02.544934,4.362,16695,223,16918,json_source,
190,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,"Untuk sidang tanggal 27 Agustus 2024, judul mana yang muncul pertama secara alfabetis dan milik mahasiswa siapa",2025-05-27T20:24:12.322163,4.5,16699,226,16925,json_source,
191,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Siapa mahasiswa dengan sidang paling terakhir pada hari Senin,2025-05-27T20:24:22.444774,4.102,16684,215,16899,json_source,
192,K-6,schedule_rows,0,1,1,0.0,0.0,0.0,0,1,1,Siapa mahasiswa dengan NIM terkecil yang sidang di ruang  6010 pada 28 Agustus 2024,2025-05-27T20:24:32.932303,4.361,16701,225,16926,json_source,
193,K-6,lecturer_list,2,15,0,0.11764705882352941,1.0,0.21052631578947367,0,2,17,Siapa saja dosen yang menguji terbanyak pada tanggal 29 Agustus 2024 jika lebih dari satu tampilkan sesuai urutan alphabet,2025-05-27T20:24:43.023549,3.74,16428,312,16740,json_source,
194,K-6,lecturer_list,15,1,8,0.9375,0.6521739130434783,0.7692307692307693,0,23,16,"Tampilkan daftar nama dosen yang menguji pada sidang hari Senin, diurutkan secara alfabet",2025-05-27T20:24:53.874136,4.373,16416,293,16709,json_source,
195,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,"Pada sidang tanggal 30 Agustus 2024, siapakah mahasiswa yang memiliki NIM terbesar",2025-05-27T20:25:04.299990,4.295,16694,217,16911,json_source,
196,K-6,schedule_rows,3,13,1,0.1875,0.75,0.3,0,4,16,Siapa mahasiswa yang sidang di ruang Lab 6 pada hari Senin,2025-05-27T21:40:13.549612,17.164,16685,3110,19795,json_source,
197,K-6,schedule_rows,4,0,0,1.0,1.0,1.0,1,4,4,Sebutkan NIM mahasiswa yang sidang di Ruang 6028 pada tanggal 28 Agustus 2024,2025-05-27T20:25:50.349766,5.8,16700,787,17487,json_source,
198,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Sebutkan NIM mahasiswa terkecil yang sidang di Ruang 6010 pada tanggal 29 Agustus 2024,2025-05-27T20:25:57.621399,2.728,16703,223,16926,json_source,
199,K-6,schedule_rows,1,3,0,0.25,1.0,0.4,0,1,4,"Sebutkan NIM mahasiswa yang sidang di hari Jumat, jika lebih dari satu tampilkan NIM yang terbesar",2025-05-27T20:26:13.202954,7.156,16694,787,17481,json_source,
200,K-6,schedule_rows,1,0,0,1.0,1.0,1.0,1,1,1,Mahasiswa yang memiliki judul skripsi paling panjang pada tanggal 29 Agustus 2024,2025-05-27T20:26:23.387158,4.096,16694,230,16924,json_source,
